exercicio1

mysql> SELECT * FROM DimCustomer;
+-------------+-----------+----------+------------------+------------+--------------+-------------------+
| CustomerKey | FirstName | LastName | EmailAddress     | BirthDate  | CustomerType | DateFirstPurchase |
+-------------+-----------+----------+------------------+------------+--------------+-------------------+
|           1 | João      | Silva    | joao@email.com   | 1990-05-10 | Person       | 2022-01-01        |
|           2 | Maria     | Oliveira | maria@email.com  | 1985-08-22 | Person       | 2023-03-15        |
|           3 | Carlos    | Souza    | carlos@email.com | 1979-11-03 | Company      | 2021-12-11        |
+-------------+-----------+----------+------------------+------------+--------------+-------------------+
3 rows in set (0.00 sec)

mysql> SELECT
    ->
    ->         CustomerType,
    ->
    ->         COUNT(*) Total_Clientes
    ->
    -> FROM DimCustomer
    ->
    -> GROUP BY CustomerType;
+--------------+----------------+
| CustomerType | Total_Clientes |
+--------------+----------------+
| Person       |              2 |
| Company      |              1 |
+--------------+----------------+
2 rows in set (0.00 sec)

exercicio2 

mysql> SELECT * FROM DimEmployee;
ERROR 1146 (42S02): Table 'contoso.dimemployee' doesn't exist
mysql> SELECT
    ->
    ->         DepartmentName,
    ->
    ->         COUNT(*) Total_Funcionarios
    ->
    -> FROM DimEmployee
    ->
    -> GROUP BY DepartmentName;
ERROR 1146 (42S02): Table 'contoso.dimemployee' doesn't exist
mysql>


exercicio3

mysql> SELECT * FROM DimProduct;
+------------+--------------+----------------+-------------------+
| ProductKey | ProductName  | BrandName      | Manufacturer      |
|        892 | Produto 892  | Marca Genérica | Fabricante Padrão |
|        893 | Produto 893  | Marca Genérica | Fabricante Padrão |
|        894 | Produto 894  | Marca Genérica | Fabricante Padrão |
|        895 | Produto 895  | Marca Genérica | Fabricante Padrão |
|        896 | Produto 896  | Marca Genérica | Fabricante Padrão |
|        897 | Produto 897  | Marca Genérica | Fabricante Padrão |
|        898 | Produto 898  | Marca Genérica | Fabricante Padrão |
|        899 | Produto 899  | Marca Genérica | Fabricante Padrão |
|        900 | Produto 900  | Marca Genérica | Fabricante Padrão |
|       1001 | Produto 1001 | Marca Genérica | Fabricante Padrão |
|       1002 | Produto 1002 | Marca Genérica | Fabricante Padrão |
|       1003 | Produto 1003 | Marca Genérica | Fabricante Padrão |
|       1004 | Produto 1004 | Marca Genérica | Fabricante Padrão |
|       1005 | Produto 1005 | Marca Genérica | Fabricante Padrão |
|       1006 | Produto 1006 | Marca Genérica | Fabricante Padrão |
|       1007 | Produto 1007 | Marca Genérica | Fabricante Padrão |
|       1008 | Produto 1008 | Marca Genérica | Fabricante Padrão |
|       1009 | Produto 1009 | Marca Genérica | Fabricante Padrão |
|       1010 | Produto 1010 | Marca Genérica | Fabricante Padrão |
|       1011 | Produto 1011 | Marca Genérica | Fabricante Padrão |
|       1012 | Produto 1012 | Marca Genérica | Fabricante Padrão |
|       1013 | Produto 1013 | Marca Genérica | Fabricante Padrão |
|       1014 | Produto 1014 | Marca Genérica | Fabricante Padrão |
|       1015 | Produto 1015 | Marca Genérica | Fabricante Padrão |
|       1016 | Produto 1016 | Marca Genérica | Fabricante Padrão |
|       1017 | Produto 1017 | Marca Genérica | Fabricante Padrão |
|       1018 | Produto 1018 | Marca Genérica | Fabricante Padrão |
|       1019 | Produto 1019 | Marca Genérica | Fabricante Padrão |
|       1020 | Produto 1020 | Marca Genérica | Fabricante Padrão |
|       1021 | Produto 1021 | Marca Genérica | Fabricante Padrão |
|       1022 | Produto 1022 | Marca Genérica | Fabricante Padrão |
|       1023 | Produto 1023 | Marca Genérica | Fabricante Padrão |
|       1024 | Produto 1024 | Marca Genérica | Fabricante Padrão |
|       1025 | Produto 1025 | Marca Genérica | Fabricante Padrão |
|       1026 | Produto 1026 | Marca Genérica | Fabricante Padrão |
|       1027 | Produto 1027 | Marca Genérica | Fabricante Padrão |
|       1028 | Produto 1028 | Marca Genérica | Fabricante Padrão |
|       1029 | Produto 1029 | Marca Genérica | Fabricante Padrão |
|       1030 | Produto 1030 | Marca Genérica | Fabricante Padrão |
|       1031 | Produto 1031 | Marca Genérica | Fabricante Padrão |
|       1032 | Produto 1032 | Marca Genérica | Fabricante Padrão |
|       1033 | Produto 1033 | Marca Genérica | Fabricante Padrão |
|       1034 | Produto 1034 | Marca Genérica | Fabricante Padrão |
|       1035 | Produto 1035 | Marca Genérica | Fabricante Padrão |
|       1036 | Produto 1036 | Marca Genérica | Fabricante Padrão |
|       1037 | Produto 1037 | Marca Genérica | Fabricante Padrão |
|       1038 | Produto 1038 | Marca Genérica | Fabricante Padrão |
|       1039 | Produto 1039 | Marca Genérica | Fabricante Padrão |
|       1040 | Produto 1040 | Marca Genérica | Fabricante Padrão |
|       1041 | Produto 1041 | Marca Genérica | Fabricante Padrão |
|       1042 | Produto 1042 | Marca Genérica | Fabricante Padrão |
|       1043 | Produto 1043 | Marca Genérica | Fabricante Padrão |
|       1044 | Produto 1044 | Marca Genérica | Fabricante Padrão |
|       1045 | Produto 1045 | Marca Genérica | Fabricante Padrão |
|       1046 | Produto 1046 | Marca Genérica | Fabricante Padrão |
|       1047 | Produto 1047 | Marca Genérica | Fabricante Padrão |
|       1048 | Produto 1048 | Marca Genérica | Fabricante Padrão |
|       1049 | Produto 1049 | Marca Genérica | Fabricante Padrão |
|       1050 | Produto 1050 | Marca Genérica | Fabricante Padrão |
|       1051 | Produto 1051 | Marca Genérica | Fabricante Padrão |
|       1052 | Produto 1052 | Marca Genérica | Fabricante Padrão |
|       1053 | Produto 1053 | Marca Genérica | Fabricante Padrão |
|       1054 | Produto 1054 | Marca Genérica | Fabricante Padrão |
|       1055 | Produto 1055 | Marca Genérica | Fabricante Padrão |
|       1056 | Produto 1056 | Marca Genérica | Fabricante Padrão |
|       1057 | Produto 1057 | Marca Genérica | Fabricante Padrão |
|       1058 | Produto 1058 | Marca Genérica | Fabricante Padrão |
|       1059 | Produto 1059 | Marca Genérica | Fabricante Padrão |
|       1060 | Produto 1060 | Marca Genérica | Fabricante Padrão |
|       1061 | Produto 1061 | Marca Genérica | Fabricante Padrão |
|       1062 | Produto 1062 | Marca Genérica | Fabricante Padrão |
|       1063 | Produto 1063 | Marca Genérica | Fabricante Padrão |
|       1064 | Produto 1064 | Marca Genérica | Fabricante Padrão |
|       1065 | Produto 1065 | Marca Genérica | Fabricante Padrão |
|       1066 | Produto 1066 | Marca Genérica | Fabricante Padrão |
|       1067 | Produto 1067 | Marca Genérica | Fabricante Padrão |
|       1068 | Produto 1068 | Marca Genérica | Fabricante Padrão |
|       1069 | Produto 1069 | Marca Genérica | Fabricante Padrão |
|       1070 | Produto 1070 | Marca Genérica | Fabricante Padrão |
|       1071 | Produto 1071 | Marca Genérica | Fabricante Padrão |
|       1072 | Produto 1072 | Marca Genérica | Fabricante Padrão |
|       1073 | Produto 1073 | Marca Genérica | Fabricante Padrão |
|       1074 | Produto 1074 | Marca Genérica | Fabricante Padrão |
|       1075 | Produto 1075 | Marca Genérica | Fabricante Padrão |
|       1076 | Produto 1076 | Marca Genérica | Fabricante Padrão |
|       1077 | Produto 1077 | Marca Genérica | Fabricante Padrão |
|       1078 | Produto 1078 | Marca Genérica | Fabricante Padrão |
|       1079 | Produto 1079 | Marca Genérica | Fabricante Padrão |
|       1080 | Produto 1080 | Marca Genérica | Fabricante Padrão |
|       1081 | Produto 1081 | Marca Genérica | Fabricante Padrão |
|       1082 | Produto 1082 | Marca Genérica | Fabricante Padrão |
|       1083 | Produto 1083 | Marca Genérica | Fabricante Padrão |
|       1084 | Produto 1084 | Marca Genérica | Fabricante Padrão |
|       1085 | Produto 1085 | Marca Genérica | Fabricante Padrão |
|       1086 | Produto 1086 | Marca Genérica | Fabricante Padrão |
|       1087 | Produto 1087 | Marca Genérica | Fabricante Padrão |
|       1088 | Produto 1088 | Marca Genérica | Fabricante Padrão |
|       1089 | Produto 1089 | Marca Genérica | Fabricante Padrão |
|       1090 | Produto 1090 | Marca Genérica | Fabricante Padrão |
|       1091 | Produto 1091 | Marca Genérica | Fabricante Padrão |
|       1092 | Produto 1092 | Marca Genérica | Fabricante Padrão |
|       1093 | Produto 1093 | Marca Genérica | Fabricante Padrão |
|       1094 | Produto 1094 | Marca Genérica | Fabricante Padrão |
|       1095 | Produto 1095 | Marca Genérica | Fabricante Padrão |
|       1096 | Produto 1096 | Marca Genérica | Fabricante Padrão |
|       1097 | Produto 1097 | Marca Genérica | Fabricante Padrão |
|       1098 | Produto 1098 | Marca Genérica | Fabricante Padrão |
|       1099 | Produto 1099 | Marca Genérica | Fabricante Padrão |
|       1100 | Produto 1100 | Marca Genérica | Fabricante Padrão |
|       1101 | Produto 1101 | Marca Genérica | Fabricante Padrão |
|       1102 | Produto 1102 | Marca Genérica | Fabricante Padrão |
|       1103 | Produto 1103 | Marca Genérica | Fabricante Padrão |
|       1104 | Produto 1104 | Marca Genérica | Fabricante Padrão |
|       1105 | Produto 1105 | Marca Genérica | Fabricante Padrão |
|       1106 | Produto 1106 | Marca Genérica | Fabricante Padrão |
|       1107 | Produto 1107 | Marca Genérica | Fabricante Padrão |
|       1108 | Produto 1108 | Marca Genérica | Fabricante Padrão |
|       1109 | Produto 1109 | Marca Genérica | Fabricante Padrão |
|       1110 | Produto 1110 | Marca Genérica | Fabricante Padrão |
|       1111 | Produto 1111 | Marca Genérica | Fabricante Padrão |
|       1112 | Produto 1112 | Marca Genérica | Fabricante Padrão |
|       1113 | Produto 1113 | Marca Genérica | Fabricante Padrão |
|       1114 | Produto 1114 | Marca Genérica | Fabricante Padrão |
|       1115 | Produto 1115 | Marca Genérica | Fabricante Padrão |
|       1116 | Produto 1116 | Marca Genérica | Fabricante Padrão |
|       1117 | Produto 1117 | Marca Genérica | Fabricante Padrão |
|       1118 | Produto 1118 | Marca Genérica | Fabricante Padrão |
|       1119 | Produto 1119 | Marca Genérica | Fabricante Padrão |
|       1120 | Produto 1120 | Marca Genérica | Fabricante Padrão |
|       1121 | Produto 1121 | Marca Genérica | Fabricante Padrão |
|       1122 | Produto 1122 | Marca Genérica | Fabricante Padrão |
|       1123 | Produto 1123 | Marca Genérica | Fabricante Padrão |
|       1124 | Produto 1124 | Marca Genérica | Fabricante Padrão |
|       1125 | Produto 1125 | Marca Genérica | Fabricante Padrão |
|       1126 | Produto 1126 | Marca Genérica | Fabricante Padrão |
|       1127 | Produto 1127 | Marca Genérica | Fabricante Padrão |
|       1128 | Produto 1128 | Marca Genérica | Fabricante Padrão |
|       1129 | Produto 1129 | Marca Genérica | Fabricante Padrão |
|       1130 | Produto 1130 | Marca Genérica | Fabricante Padrão |
|       1131 | Produto 1131 | Marca Genérica | Fabricante Padrão |
|       1132 | Produto 1132 | Marca Genérica | Fabricante Padrão |
|       1133 | Produto 1133 | Marca Genérica | Fabricante Padrão |
|       1134 | Produto 1134 | Marca Genérica | Fabricante Padrão |
|       1135 | Produto 1135 | Marca Genérica | Fabricante Padrão |
|       1136 | Produto 1136 | Marca Genérica | Fabricante Padrão |
|       1137 | Produto 1137 | Marca Genérica | Fabricante Padrão |
|       1138 | Produto 1138 | Marca Genérica | Fabricante Padrão |
|       1139 | Produto 1139 | Marca Genérica | Fabricante Padrão |
|       1140 | Produto 1140 | Marca Genérica | Fabricante Padrão |
|       1141 | Produto 1141 | Marca Genérica | Fabricante Padrão |
|       1142 | Produto 1142 | Marca Genérica | Fabricante Padrão |
|       1143 | Produto 1143 | Marca Genérica | Fabricante Padrão |
|       1144 | Produto 1144 | Marca Genérica | Fabricante Padrão |
|       1145 | Produto 1145 | Marca Genérica | Fabricante Padrão |
|       1146 | Produto 1146 | Marca Genérica | Fabricante Padrão |
|       1147 | Produto 1147 | Marca Genérica | Fabricante Padrão |
|       1148 | Produto 1148 | Marca Genérica | Fabricante Padrão |
|       1149 | Produto 1149 | Marca Genérica | Fabricante Padrão |
|       1150 | Produto 1150 | Marca Genérica | Fabricante Padrão |
|       1151 | Produto 1151 | Marca Genérica | Fabricante Padrão |
|       1152 | Produto 1152 | Marca Genérica | Fabricante Padrão |
|       1153 | Produto 1153 | Marca Genérica | Fabricante Padrão |
|       1154 | Produto 1154 | Marca Genérica | Fabricante Padrão |
|       1155 | Produto 1155 | Marca Genérica | Fabricante Padrão |
|       1156 | Produto 1156 | Marca Genérica | Fabricante Padrão |
|       1157 | Produto 1157 | Marca Genérica | Fabricante Padrão |
|       1158 | Produto 1158 | Marca Genérica | Fabricante Padrão |
|       1159 | Produto 1159 | Marca Genérica | Fabricante Padrão |
|       1160 | Produto 1160 | Marca Genérica | Fabricante Padrão |
|       1161 | Produto 1161 | Marca Genérica | Fabricante Padrão |
|       1162 | Produto 1162 | Marca Genérica | Fabricante Padrão |
|       1163 | Produto 1163 | Marca Genérica | Fabricante Padrão |
|       1164 | Produto 1164 | Marca Genérica | Fabricante Padrão |
|       1165 | Produto 1165 | Marca Genérica | Fabricante Padrão |
|       1166 | Produto 1166 | Marca Genérica | Fabricante Padrão |
|       1167 | Produto 1167 | Marca Genérica | Fabricante Padrão |
|       1168 | Produto 1168 | Marca Genérica | Fabricante Padrão |
|       1169 | Produto 1169 | Marca Genérica | Fabricante Padrão |
|       1170 | Produto 1170 | Marca Genérica | Fabricante Padrão |
|       1171 | Produto 1171 | Marca Genérica | Fabricante Padrão |
|       1172 | Produto 1172 | Marca Genérica | Fabricante Padrão |
|       1173 | Produto 1173 | Marca Genérica | Fabricante Padrão |
|       1174 | Produto 1174 | Marca Genérica | Fabricante Padrão |
|       1175 | Produto 1175 | Marca Genérica | Fabricante Padrão |
|       1176 | Produto 1176 | Marca Genérica | Fabricante Padrão |
|       1177 | Produto 1177 | Marca Genérica | Fabricante Padrão |
|       1178 | Produto 1178 | Marca Genérica | Fabricante Padrão |
|       1179 | Produto 1179 | Marca Genérica | Fabricante Padrão |
|       1180 | Produto 1180 | Marca Genérica | Fabricante Padrão |
|       1181 | Produto 1181 | Marca Genérica | Fabricante Padrão |
|       1182 | Produto 1182 | Marca Genérica | Fabricante Padrão |
|       1183 | Produto 1183 | Marca Genérica | Fabricante Padrão |
|       1184 | Produto 1184 | Marca Genérica | Fabricante Padrão |
|       1185 | Produto 1185 | Marca Genérica | Fabricante Padrão |
|       1186 | Produto 1186 | Marca Genérica | Fabricante Padrão |
|       1187 | Produto 1187 | Marca Genérica | Fabricante Padrão |
|       1188 | Produto 1188 | Marca Genérica | Fabricante Padrão |
|       1189 | Produto 1189 | Marca Genérica | Fabricante Padrão |
|       1190 | Produto 1190 | Marca Genérica | Fabricante Padrão |
|       1191 | Produto 1191 | Marca Genérica | Fabricante Padrão |
|       1192 | Produto 1192 | Marca Genérica | Fabricante Padrão |
|       1193 | Produto 1193 | Marca Genérica | Fabricante Padrão |
|       1194 | Produto 1194 | Marca Genérica | Fabricante Padrão |
|       1195 | Produto 1195 | Marca Genérica | Fabricante Padrão |
|       1196 | Produto 1196 | Marca Genérica | Fabricante Padrão |
|       1197 | Produto 1197 | Marca Genérica | Fabricante Padrão |
|       1198 | Produto 1198 | Marca Genérica | Fabricante Padrão |
|       1199 | Produto 1199 | Marca Genérica | Fabricante Padrão |
|       1200 | Produto 1200 | Marca Genérica | Fabricante Padrão |
|       1201 | Produto 1201 | Marca Genérica | Fabricante Padrão |
|       1202 | Produto 1202 | Marca Genérica | Fabricante Padrão |
|       1203 | Produto 1203 | Marca Genérica | Fabricante Padrão |
|       1204 | Produto 1204 | Marca Genérica | Fabricante Padrão |
|       1205 | Produto 1205 | Marca Genérica | Fabricante Padrão |
|       1206 | Produto 1206 | Marca Genérica | Fabricante Padrão |
|       1207 | Produto 1207 | Marca Genérica | Fabricante Padrão |
|       1208 | Produto 1208 | Marca Genérica | Fabricante Padrão |
|       1209 | Produto 1209 | Marca Genérica | Fabricante Padrão |
|       1210 | Produto 1210 | Marca Genérica | Fabricante Padrão |
|       1211 | Produto 1211 | Marca Genérica | Fabricante Padrão |
|       1212 | Produto 1212 | Marca Genérica | Fabricante Padrão |
|       1213 | Produto 1213 | Marca Genérica | Fabricante Padrão |
|       1214 | Produto 1214 | Marca Genérica | Fabricante Padrão |
|       1215 | Produto 1215 | Marca Genérica | Fabricante Padrão |
|       1216 | Produto 1216 | Marca Genérica | Fabricante Padrão |
|       1217 | Produto 1217 | Marca Genérica | Fabricante Padrão |
|       1218 | Produto 1218 | Marca Genérica | Fabricante Padrão |
|       1219 | Produto 1219 | Marca Genérica | Fabricante Padrão |
|       1220 | Produto 1220 | Marca Genérica | Fabricante Padrão |
|       1221 | Produto 1221 | Marca Genérica | Fabricante Padrão |
|       1222 | Produto 1222 | Marca Genérica | Fabricante Padrão |
|       1223 | Produto 1223 | Marca Genérica | Fabricante Padrão |
|       1224 | Produto 1224 | Marca Genérica | Fabricante Padrão |
|       1225 | Produto 1225 | Marca Genérica | Fabricante Padrão |
|       1226 | Produto 1226 | Marca Genérica | Fabricante Padrão |
|       1227 | Produto 1227 | Marca Genérica | Fabricante Padrão |
|       1228 | Produto 1228 | Marca Genérica | Fabricante Padrão |
|       1229 | Produto 1229 | Marca Genérica | Fabricante Padrão |
|       1230 | Produto 1230 | Marca Genérica | Fabricante Padrão |
|       1231 | Produto 1231 | Marca Genérica | Fabricante Padrão |
|       1232 | Produto 1232 | Marca Genérica | Fabricante Padrão |
|       1233 | Produto 1233 | Marca Genérica | Fabricante Padrão |
|       1234 | Produto 1234 | Marca Genérica | Fabricante Padrão |
|       1235 | Produto 1235 | Marca Genérica | Fabricante Padrão |
|       1236 | Produto 1236 | Marca Genérica | Fabricante Padrão |
|       1237 | Produto 1237 | Marca Genérica | Fabricante Padrão |
|       1238 | Produto 1238 | Marca Genérica | Fabricante Padrão |
|       1239 | Produto 1239 | Marca Genérica | Fabricante Padrão |
|       1240 | Produto 1240 | Marca Genérica | Fabricante Padrão |
|       1241 | Produto 1241 | Marca Genérica | Fabricante Padrão |
|       1242 | Produto 1242 | Marca Genérica | Fabricante Padrão |
|       1243 | Produto 1243 | Marca Genérica | Fabricante Padrão |
|       1244 | Produto 1244 | Marca Genérica | Fabricante Padrão |
|       1245 | Produto 1245 | Marca Genérica | Fabricante Padrão |
|       1246 | Produto 1246 | Marca Genérica | Fabricante Padrão |
|       1247 | Produto 1247 | Marca Genérica | Fabricante Padrão |
|       1248 | Produto 1248 | Marca Genérica | Fabricante Padrão |
|       1249 | Produto 1249 | Marca Genérica | Fabricante Padrão |
|       1250 | Produto 1250 | Marca Genérica | Fabricante Padrão |
|       1251 | Produto 1251 | Marca Genérica | Fabricante Padrão |
|       1252 | Produto 1252 | Marca Genérica | Fabricante Padrão |
|       1253 | Produto 1253 | Marca Genérica | Fabricante Padrão |
|       1254 | Produto 1254 | Marca Genérica | Fabricante Padrão |
|       1255 | Produto 1255 | Marca Genérica | Fabricante Padrão |
|       1256 | Produto 1256 | Marca Genérica | Fabricante Padrão |
|       1257 | Produto 1257 | Marca Genérica | Fabricante Padrão |
|       1258 | Produto 1258 | Marca Genérica | Fabricante Padrão |
|       1259 | Produto 1259 | Marca Genérica | Fabricante Padrão |
|       1260 | Produto 1260 | Marca Genérica | Fabricante Padrão |
|       1261 | Produto 1261 | Marca Genérica | Fabricante Padrão |
|       1262 | Produto 1262 | Marca Genérica | Fabricante Padrão |
|       1263 | Produto 1263 | Marca Genérica | Fabricante Padrão |
|       1264 | Produto 1264 | Marca Genérica | Fabricante Padrão |
|       1265 | Produto 1265 | Marca Genérica | Fabricante Padrão |
|       1266 | Produto 1266 | Marca Genérica | Fabricante Padrão |
|       1267 | Produto 1267 | Marca Genérica | Fabricante Padrão |
|       1268 | Produto 1268 | Marca Genérica | Fabricante Padrão |
|       1269 | Produto 1269 | Marca Genérica | Fabricante Padrão |
|       1270 | Produto 1270 | Marca Genérica | Fabricante Padrão |
|       1271 | Produto 1271 | Marca Genérica | Fabricante Padrão |
|       1272 | Produto 1272 | Marca Genérica | Fabricante Padrão |
|       1273 | Produto 1273 | Marca Genérica | Fabricante Padrão |
|       1274 | Produto 1274 | Marca Genérica | Fabricante Padrão |
|       1275 | Produto 1275 | Marca Genérica | Fabricante Padrão |
|       1276 | Produto 1276 | Marca Genérica | Fabricante Padrão |
|       1277 | Produto 1277 | Marca Genérica | Fabricante Padrão |
|       1278 | Produto 1278 | Marca Genérica | Fabricante Padrão |
|       1279 | Produto 1279 | Marca Genérica | Fabricante Padrão |
|       1280 | Produto 1280 | Marca Genérica | Fabricante Padrão |
|       1281 | Produto 1281 | Marca Genérica | Fabricante Padrão |
|       1282 | Produto 1282 | Marca Genérica | Fabricante Padrão |
|       1283 | Produto 1283 | Marca Genérica | Fabricante Padrão |
|       1284 | Produto 1284 | Marca Genérica | Fabricante Padrão |
|       1285 | Produto 1285 | Marca Genérica | Fabricante Padrão |
|       1286 | Produto 1286 | Marca Genérica | Fabricante Padrão |
|       1287 | Produto 1287 | Marca Genérica | Fabricante Padrão |
|       1288 | Produto 1288 | Marca Genérica | Fabricante Padrão |
|       1289 | Produto 1289 | Marca Genérica | Fabricante Padrão |
|       1290 | Produto 1290 | Marca Genérica | Fabricante Padrão |
|       1291 | Produto 1291 | Marca Genérica | Fabricante Padrão |
|       1292 | Produto 1292 | Marca Genérica | Fabricante Padrão |
|       1293 | Produto 1293 | Marca Genérica | Fabricante Padrão |
|       1294 | Produto 1294 | Marca Genérica | Fabricante Padrão |
|       1295 | Produto 1295 | Marca Genérica | Fabricante Padrão |
|       1296 | Produto 1296 | Marca Genérica | Fabricante Padrão |
|       1297 | Produto 1297 | Marca Genérica | Fabricante Padrão |
|       1298 | Produto 1298 | Marca Genérica | Fabricante Padrão |
|       1299 | Produto 1299 | Marca Genérica | Fabricante Padrão |
|       1300 | Produto 1300 | Marca Genérica | Fabricante Padrão |
|       1301 | Produto 1301 | Marca Genérica | Fabricante Padrão |
|       1302 | Produto 1302 | Marca Genérica | Fabricante Padrão |
|       1303 | Produto 1303 | Marca Genérica | Fabricante Padrão |
|       1304 | Produto 1304 | Marca Genérica | Fabricante Padrão |
|       1305 | Produto 1305 | Marca Genérica | Fabricante Padrão |
|       1306 | Produto 1306 | Marca Genérica | Fabricante Padrão |
|       1307 | Produto 1307 | Marca Genérica | Fabricante Padrão |
|       1308 | Produto 1308 | Marca Genérica | Fabricante Padrão |
|       1309 | Produto 1309 | Marca Genérica | Fabricante Padrão |
|       1310 | Produto 1310 | Marca Genérica | Fabricante Padrão |
|       1311 | Produto 1311 | Marca Genérica | Fabricante Padrão |
|       1312 | Produto 1312 | Marca Genérica | Fabricante Padrão |
|       1313 | Produto 1313 | Marca Genérica | Fabricante Padrão |
|       1314 | Produto 1314 | Marca Genérica | Fabricante Padrão |
|       1315 | Produto 1315 | Marca Genérica | Fabricante Padrão |
|       1316 | Produto 1316 | Marca Genérica | Fabricante Padrão |
|       1317 | Produto 1317 | Marca Genérica | Fabricante Padrão |
|       1318 | Produto 1318 | Marca Genérica | Fabricante Padrão |
|       1319 | Produto 1319 | Marca Genérica | Fabricante Padrão |
|       1320 | Produto 1320 | Marca Genérica | Fabricante Padrão |
|       1321 | Produto 1321 | Marca Genérica | Fabricante Padrão |
|       1322 | Produto 1322 | Marca Genérica | Fabricante Padrão |
|       1323 | Produto 1323 | Marca Genérica | Fabricante Padrão |
|       1324 | Produto 1324 | Marca Genérica | Fabricante Padrão |
|       1325 | Produto 1325 | Marca Genérica | Fabricante Padrão |
|       1326 | Produto 1326 | Marca Genérica | Fabricante Padrão |
|       1327 | Produto 1327 | Marca Genérica | Fabricante Padrão |
|       1328 | Produto 1328 | Marca Genérica | Fabricante Padrão |
|       1329 | Produto 1329 | Marca Genérica | Fabricante Padrão |
|       1330 | Produto 1330 | Marca Genérica | Fabricante Padrão |
|       1331 | Produto 1331 | Marca Genérica | Fabricante Padrão |
|       1332 | Produto 1332 | Marca Genérica | Fabricante Padrão |
|       1333 | Produto 1333 | Marca Genérica | Fabricante Padrão |
|       1334 | Produto 1334 | Marca Genérica | Fabricante Padrão |
|       1335 | Produto 1335 | Marca Genérica | Fabricante Padrão |
|       1336 | Produto 1336 | Marca Genérica | Fabricante Padrão |
|       1337 | Produto 1337 | Marca Genérica | Fabricante Padrão |
|       1338 | Produto 1338 | Marca Genérica | Fabricante Padrão |
|       1339 | Produto 1339 | Marca Genérica | Fabricante Padrão |
|       1340 | Produto 1340 | Marca Genérica | Fabricante Padrão |
|       1341 | Produto 1341 | Marca Genérica | Fabricante Padrão |
|       1342 | Produto 1342 | Marca Genérica | Fabricante Padrão |
|       1343 | Produto 1343 | Marca Genérica | Fabricante Padrão |
|       1344 | Produto 1344 | Marca Genérica | Fabricante Padrão |
|       1345 | Produto 1345 | Marca Genérica | Fabricante Padrão |
|       1346 | Produto 1346 | Marca Genérica | Fabricante Padrão |
|       1347 | Produto 1347 | Marca Genérica | Fabricante Padrão |
|       1348 | Produto 1348 | Marca Genérica | Fabricante Padrão |
|       1349 | Produto 1349 | Marca Genérica | Fabricante Padrão |
|       1350 | Produto 1350 | Marca Genérica | Fabricante Padrão |
|       1351 | Produto 1351 | Marca Genérica | Fabricante Padrão |
|       1352 | Produto 1352 | Marca Genérica | Fabricante Padrão |
|       1353 | Produto 1353 | Marca Genérica | Fabricante Padrão |
|       1354 | Produto 1354 | Marca Genérica | Fabricante Padrão |
|       1355 | Produto 1355 | Marca Genérica | Fabricante Padrão |
|       1356 | Produto 1356 | Marca Genérica | Fabricante Padrão |
|       1357 | Produto 1357 | Marca Genérica | Fabricante Padrão |
|       1358 | Produto 1358 | Marca Genérica | Fabricante Padrão |
|       1359 | Produto 1359 | Marca Genérica | Fabricante Padrão |
|       1360 | Produto 1360 | Marca Genérica | Fabricante Padrão |
|       1361 | Produto 1361 | Marca Genérica | Fabricante Padrão |
|       1362 | Produto 1362 | Marca Genérica | Fabricante Padrão |
|       1363 | Produto 1363 | Marca Genérica | Fabricante Padrão |
|       1364 | Produto 1364 | Marca Genérica | Fabricante Padrão |
|       1365 | Produto 1365 | Marca Genérica | Fabricante Padrão |
|       1366 | Produto 1366 | Marca Genérica | Fabricante Padrão |
|       1367 | Produto 1367 | Marca Genérica | Fabricante Padrão |
|       1368 | Produto 1368 | Marca Genérica | Fabricante Padrão |
|       1369 | Produto 1369 | Marca Genérica | Fabricante Padrão |
|       1370 | Produto 1370 | Marca Genérica | Fabricante Padrão |
|       1371 | Produto 1371 | Marca Genérica | Fabricante Padrão |
|       1372 | Produto 1372 | Marca Genérica | Fabricante Padrão |
|       1373 | Produto 1373 | Marca Genérica | Fabricante Padrão |
|       1374 | Produto 1374 | Marca Genérica | Fabricante Padrão |
|       1375 | Produto 1375 | Marca Genérica | Fabricante Padrão |
|       1376 | Produto 1376 | Marca Genérica | Fabricante Padrão |
|       1377 | Produto 1377 | Marca Genérica | Fabricante Padrão |
|       1378 | Produto 1378 | Marca Genérica | Fabricante Padrão |
|       1379 | Produto 1379 | Marca Genérica | Fabricante Padrão |
|       1380 | Produto 1380 | Marca Genérica | Fabricante Padrão |
|       1381 | Produto 1381 | Marca Genérica | Fabricante Padrão |
|       1382 | Produto 1382 | Marca Genérica | Fabricante Padrão |
|       1383 | Produto 1383 | Marca Genérica | Fabricante Padrão |
|       1384 | Produto 1384 | Marca Genérica | Fabricante Padrão |
|       1385 | Produto 1385 | Marca Genérica | Fabricante Padrão |
|       1386 | Produto 1386 | Marca Genérica | Fabricante Padrão |
|       1387 | Produto 1387 | Marca Genérica | Fabricante Padrão |
|       1388 | Produto 1388 | Marca Genérica | Fabricante Padrão |
|       1389 | Produto 1389 | Marca Genérica | Fabricante Padrão |
|       1390 | Produto 1390 | Marca Genérica | Fabricante Padrão |
|       1391 | Produto 1391 | Marca Genérica | Fabricante Padrão |
|       1392 | Produto 1392 | Marca Genérica | Fabricante Padrão |
|       1393 | Produto 1393 | Marca Genérica | Fabricante Padrão |
